topic_id,macro_theme_id,top_words,n_docs
884,0,"cre, figure, blue light, light, src, illumination, activation, blue, domain, et al",204
885,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",204
886,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",204
887,0,"issues, available public, national science, science foundation, freely available, september december, march june, publishes, journal, june september",203
888,0,"xiao, lai, reflectance, alem, resolution, area index, timeseries, product, sinusoidal, remote",203
889,0,"smoke, germination, dormancy, cues, heat, heat shock, seeds, seed germination, shock, seed bank",203
890,0,"gmo, panel, mon, 1507, genetically modified, norwegian, food feed, risk assessment, stack, maize",203
891,0,"als, herbicides, resistance, herbicide, mutation, resistant, mutations, biotypes, amaranth, palmer",203
892,4,"datasets, records constituent, restrictive terms, licensed restrictive, download licensed, included download, individual datasets, datasets included, details data, data individual",202
893,0,"journal, care, approved, list, taxon, publication, research paper, san francisco, datasets, records constituent",202
894,0,"autophagy, atg, vacuole, starvation, recycling, degradation, organelles, eukaryotes, senescence, selective",202
895,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",201
896,0,"vigs, silencing, gene silencing, virusinduced, gene function, pds, vector, trv, desaturase, silenced",201
897,0,"cdna, library, subtractive, cdna library, ests, ssh, clones, differentially expressed, fragments, constructed",201
898,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",201
899,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",201
900,3,"magazine, annals, vol, pp, natural history, transactions, edinburgh, history, society, botanical",200
901,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",200
902,0,"haploid, dh, doubled, doubled haploid, inducer, doubling, induction, anther, microspore, inducers",200
903,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",200
904,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",199
905,10,"new species, described illustrated, genus, illustrated, described, mexico, brazil, colombia, key species, endemic",199
906,0,"poland, lepidoptera, mts, polish, paper presents, species recorded, fauna, bugs, presents new, recorded time",199
907,0,"university press, press, professor, oxford, prof, fellow, university, director, cambridge, born",199
908,0,"import, thylakoid, chloroplasts, chloroplast, envelope, peroxisomes, stromal, precursor, membrane, proteins",199
909,6,"press, pp, published 01, university press, oxford, pages, journal article, academic, american, google scholar",199
910,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",199
911,0,"nad, cz, gentiana, od, na, ich, linnaeus, 1834, linnaeus 1758, 1758",199
912,0,"netherlands, offices, publisher, social sciences, primary source, publishes, austria, founded, books, journals",199
913,0,"economics, agricultural food, policy, miniature, farm management, agribusiness, technologies, vegetables, used pesticides, micro",198
914,0,"pesticides, cholinesterase, workers, pesticide, exposed, exposure, ache, organophosphate, thyroid, hematological",198
915,5,"knowledge understanding, science research, cereal grain, leadership, advancing, dedicated, cereals, organization, technical, service",198
916,0,"marrow, bone marrow, bone, comet, genotoxic, mice, aberrations, mutagenic, antimutagenic, comet assay",197
917,0,"meat, beef, price, chicken, fish, demand, consumption, income, consumers, elasticity",197
918,6,"uptodate information, catalog, uptodate, arizona, facts, valid, look, publication, recommendations, extension",197
919,0,"fodder, genetic advance, tillers plant, green fodder, tillers, heritability, yield plant, advance, pcv, characters",196
920,0,"email, department, belgium, faculty, university, institute, romania, sciences, po box, germany",196
921,0,"dados, produtividade, estado, cultura, modelo, da, modelos, para, temperatura, reas",196
922,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",196
923,0,"glucose, breakfast, gi, appetite, meals, insulin, subjects, blood glucose, meal, bread",196
924,1,"ac, transposition, ds, tdna, transposon, tagging, excision, insertions, element, insertion",195
925,0,"fruit ripening, ripening, ethylene, ethylene biosynthesis, fruit, climacteric, softening, aba, transcription, biosynthesis",195
926,0,"lake, algae, algal, water quality, river, stations, green algae, dominant species, standing, taxa",195
927,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",195
928,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",195
929,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",195
930,0,"ou, pays, publish, agriculture worldwide, loss soil, publishing, soil salinization, cellular responses, proceedings, books",195
931,0,"cbd, tratamento, cannabis, estudos, parkinson, efeitos, doenas, cannabis sativa, scielo, dor",194
932,0,"metabolomics, msi, metabolites, mass spectrometry, spectrometry, metabolite, imaging, mass, profiling, metabolome",194
933,0,"plant sci, editorial, sci, 2023, volume, article, braslia, volume 10, faculdade, dissertao",194
934,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",194
935,0,"nanoparticles, aegypti, mosquito, essential oil, silver nanoparticles, eo, larvae, lc50, oil, silver",194
936,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",194
937,6,"uptodate information, catalog, uptodate, facts, valid, look, publication, recommendations, extension, longer",193
938,0,"calendar, archived, species given, comment, accepted, tese, months, dataset, recent, parameter",193
939,0,"mice, insulin, hepatic, atherosclerosis, cholesterol, adipose, obesity, adipose tissue, chow, liver",193
940,0,"herbal, herbal medicines, medicines, herbal medicine, medicinal plants, use medicinal, use herbal, covid19, patients, medicine",193
941,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",193
942,4,"specimen, global biodiversity, natural history, claims, facility, data collected, biodiversity, andor, history, global",192
943,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",192
944,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",192
945,7,"sup, accuracy, learning, segmentation, images, neural, detection, deep learning, image, network",192
946,0,"major genes, major gene, inheritance, major, heritability, cms, f2, plus, additive, cross",192
947,0,"dsrna, rnai, rna interference, interference rnai, interference, doublestranded, rna, transgenic, insect, silencing",191
948,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",191
949,0,"graph, graphs, networks, algorithm, finite, prove, let, plane, algorithms, convex",190
950,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",190
951,0,"environmental requirements, management information, covers, overview, identity, requirements, uses, distribution, environmental, management",190
952,0,"incidence, disease incidence, district, districts, rot, disease, wilt, cent, severity, rabi",190
953,0,"green space, greenness, tree canopy, space, residential, associations, green, ndvi, neighborhood, physical activity",189
954,0,"polysaccharides, polysaccharide, biological activities, extraction purification, antitumor, bioactivities, structureactivity, structureactivity relationship, purification, extraction",189
955,0,"natural sciences, natural science, slovak, science research, acta, peerreviewed, occidentalis, czech, button, original",189
956,3,"reviewed article, und, eds, der, book, von, reviewed, ed, dr, fr",189
957,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",189
958,0,"thank, like thank, thanks, dr, guidance, like, encouragement, love, express, grateful",189
959,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",189
960,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",189
961,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",189
962,0,"sugarcane, cane, cane yield, intercropping, row, 90 cm, ratoon, canes, planting, cm",189
963,23,"kim, lee, choi, korean, sci, cho, park, won, breed, hong",189
964,0,"ve, ile, bu, ise, bir, gun, tum, fide, bor, uc",188
965,0,"conception, ib, penelitian, dan, sc, tahun, kabupaten, nilai, yang, adalah",188
966,8,"department, ohio, university, ohio state, institution, state university, school, columbus, chicago, medicine",188
967,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",188
968,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",188
969,1,"karyotype, chromosome, chromosome number, formula, 2n, chromosome numbers, 2x, 2b, formulae, chromosomes",188
970,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",188
971,0,"ve, grup, ile, gn, bu, bir, ise, saat, gun, rk",187
972,6,"pubmed google, pubmed, oxford, heredity, academic, google scholar, scholar, google, works, author",187
973,0,"pectin, extraction, esterification, peels, peel, pectins, extracted, citric, extraction time, citric acid",187
974,0,"plant sci, sci, editorial, microbiol, volume, opinion, article, plant physiology, commentary, plant genetics",187
975,0,"perlakuan, dan, bahan, badan, penelitian, dengan, yang, pada, rancangan, adalah",187
976,0,"test method, specification, significance, intended, covers, 51, zipper, testing, cyanide, test",187
977,0,"mistletoe, mistletoes, loranthaceae, viscum, parasitic, host, parasite, infestation, trees, album",186
978,0,"bamboo, shooting, bamboo shoot, phyllostachys, shoots, shoot, bamboos, dbh, culm, rhizome",186
979,0,"anova, table, summary results, code, manuscript, differences soil, showing, anova results, script, tables",186
980,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",185
981,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",185
982,2,"ont, national, par, du, le, les, atlas, cen, taxon, info",185
983,22,"pp, press, new york, york, edited, isbn, cloth, london, university press, eds",185
984,0,"walls, cell walls, cell wall, wall, lignin, plant cell, cell, polysaccharides, epitope, monoclonal",185
985,7,"sup, sub, cd, mg kg, fluorescence, spectral, ion, implantation, emissions, forecasts",185
986,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",185
987,0,"power, equipment, maintenance, company, reliability, voltage, energy, electricity, generation, electric",184
988,0,"rice breeding, hybrid rice, wild rice, rice, super, breeding, hybrid, rice varieties, japonica, japonica rice",184
989,4,"specimen, global biodiversity, natural history, claims, facility, orellana, data collected, biodiversity, james, andor",184
990,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",184
991,0,"immunomodulatory, macrophage, mice, immune, humoral, phagocytosis, antibody, mgkg, extract, macrophages",184
992,0,"mirnas, mirna, micrornas, rnas, target, target genes, dahliae, targets, noncoding, infection",184
993,0,"peptides, antimicrobial, peptide, inhibitors, antimicrobial activity, defense, antifungal, chitin, proteins, pis",184
994,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",184
995,0,"elevated, elevated co2, co2, ambient, aphid, insect, climate, climate change, aspen, aphids",183
996,0,"risco, diabetes, mellitus, diabetes mellitus, arterial, fatores, tratamento, uma, tipo, doenas",183
997,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",183
998,4,"ficus, datasets, dataset, terms dataset, licensed restrictive, restrictive terms, download licensed, included download, individual datasets, datasets included",182
999,0,"tss, fruit weight, maximum, mango, recorded, pulp, minimum, fruit, stone, acidity",182
1000,0,"aflatoxin, afb1, adducts, aflatoxin b1, b1, afb, guanine, hepatocellular, aflatoxins, hepatocellular carcinoma",181
1001,0,"arboreal, primates, locomotion, wear, tooth, locomotor, limb, forces, dental, climbing",181
1002,0,"ga, della, gai, gibberellin, gibberellin ga, signaling, repressor, leaf angle, br, transcriptional",181
1003,0,"cinnamomi, oak, phytophthora, sudden, bay, laurel, california, pathogen, coast, sod",181
1004,0,"covid19, antiviral, pandemic, drugs, viral, medicinal plants, antiviral activity, respiratory, therapeutic, medicinal",181
1005,0,"check, kgha, released, variety, checks, tamil nadu, nadu, tamil, check varieties, tef",180
1006,0,"accepted, chemistry, revised, department, received, university, allahabad, linn, july, september",180
1007,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",180
1008,0,"orchards, contents, mineral elements, cu, elements, ca, mn, fe, mineral, zn",179
1009,0,"iaa, auxin, indole3acetic acid, indole3acetic, acid iaa, conjugates, biosynthesis, conjugation, methionine, threonine",179
1010,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",179
1011,10,"lc, fl, bot, pl, nom, nomenclatural, linnaeus, art, specimen, names",179
1012,4,"country, datasets, continent, dataset, terms dataset, licensed restrictive, restrictive terms, included download, download licensed, individual datasets",179
1013,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",178
1014,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",178
1015,0,"univ, biol, nac, 2024, genet, occupational, ukraine, hygienic, citation, national academy",178
1016,0,"auxin, auxin response, arf, lr, fbox, lateral root, lateral, ubiquitin, scf, transcriptional",178
1017,0,"sauce, recipe, dish, delicious, easy, flavors, dessert, salad, creamy, perfect",177
1018,0,"sugarcane, sugar, cane, sugarcane production, sugar industry, guangxi, industry, countermeasures, sugar cane, cane sugar",177
1019,0,"docking, covid19, kcalmol, molecular docking, antiviral, binding, protease, compounds, drug, inhibitors",177
1020,0,"virusfree, elimination, shoot tips, meristem, chemotherapy, virus, shoot tip, tips, plantlets, tip",177
1021,0,"healthcare, traditional medicine, traditional, medicine, traditional healers, healers, formal, integration, practitioners, plays significant",176
1022,0,"groundwater, flow, transport, hydraulic, porous, pumping, solute, contaminant, tracer, plume",176
1023,0,"colour, inheritance, cms, pigmentation, recessive, sterility, seed coat, male sterility, f2, male sterile",176
1024,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",176
1025,0,"analgesic, antiinflammatory, ethanol extract, edema, ethanol, mice, bw, pain, dose, mgkg bw",176
1026,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",175
1027,4,"rodrigues, submitted, dissertao, oliveira, tese, silva, da silva, costa, santos, ferreira",175
1028,0,"bc, recessive, inheritance, rk, color, stp, pink, symbol, testa, linkage",175
1029,0,"open access, sciences, open, access, journal, new emerging, research technology, research reports, food technology, resources management",175
1030,0,"page, 3d, previous, christmas, abstracts, visit, viola, source, scanned, scan",175
1031,0,"reas, terra, cobertura, landsat, rea, florestal, floresta, anos, municpio, uso",174
1032,0,"biostimulants, seaweed, seaweeds, biostimulant, hydrolysates, plant growth, abiotic, extracts, substances, humic",174
1033,0,"beverage, orthogonal, stabilizer, formula, juice, citric, hawthorn, citric acid, aloe, optimum",174
1034,0,"chris, titles, specimen, global biodiversity, natural history, claims, csiro, facility, curated, change mitigation",174
1035,0,"international symposium, viruslike, symposium, fruit crops, fruit tree, temperate, international, xix, diseases, virus",174
1036,0,"heterosis, combining ability, testers, sca, combining, gca, crosses, gene action, panicle, parents",174
1037,4,"frontiers, participant, event, events, organizer, rapidly growing, calendar, scheduling, exchanges, dedicated",174
1038,0,"late blight, potato, infestans, blight, resistance, solanum, blight resistance, resistance genes, markers, phytophthora infestans",174
1039,0,"irrigation, water use, furrow, irrigation water, drip, use efficiency, water productivity, water, irrigation treatments, water applied",174
1040,1,"capsid, rna, assembly, helical, subunits, coat protein, virus, cp, particles, coat",174
1041,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",173
1042,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",173
1043,6,"oxford, academic, google scholar, scholar, google, works, author, chemists, february 2020, drug administration",173
1044,0,"modeling, realistic, graphics, virtual, 3d, rendering, user, computer, parametric, modelling",173
1045,0,"pruning, canopy, spindle, branch, shape, branches, light intensity, fuji, fruit, fruit quality",173
1046,0,"electrode, determination, detection limit, ml1, limit, electrochemical, detection, relative standard, spectrophotometric, successfully applied",172
1047,0,"wetlands, roadside, vegetation, wetland, highway, inventory, wildlife, county, roadsides, native",172
1048,8,"national agricultural, university arizona, digitized, arizona, libraries, cooperative, library, society, project, national",172
1049,0,"sowing, rr, soybean cultivars, soybean, brs, number pods, thousand, pods, cultivars, spacing",172
1050,0,"afb1, aflatoxin, aflatoxin b1, microsomes, b1, hepatocytes, p450, liver, afb, rat",172
1051,0,"earn, reading, taking, nutrient management, article, integrated pest, crop management, management, pest management, residential",171
1052,0,"marine, natural products, sponge, molluscs, invertebrates, review covers, algae, syntheses, organisms, biological activities",171
1053,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",171
1054,0,"di, ini, yang, dan, dalam, universiti, alam, pertanian, untuk, dari",171
1055,0,"chow, rats, offspring, obesity, insulin, food intake, diet, maternal, obese, fat",171
1056,0,"male sterility, sterility, cms, male, anther, anthers, degs, pollen, sterile, male sterile",171
1057,0,"oryzae, pathotypes, xanthomonas oryzae, pathotype, races, xanthomonas, pv, xa, race, isolates",170
1058,0,"american society, xanthomonas, data acquired, coastline, covers, biological resources, brewing, chemists, biology ecology, fishes",170
1059,0,"publication date, document, publication, provides overview, characteristics including, original, overview, landscaping, florida, 1999",170
1060,0,"pest, pests, pest management, ipm, integrated pest, management ipm, integrated, insect, insect pests, quarantine",170
1061,0,"water quality, runoff, pollutant, tp, bod, pollution, watershed, tn, stream, pollutants",170
1062,0,"microbial, microbial communities, ecology, microbiome, communities, microbes, community, microbial community, ecological, diversity",170
1063,0,"cyp, p450, microsomes, cytochrome p450, cytochrome, liver, rat, inhibition, rat liver, inhibitory",170
1064,0,"intercropping, lettuce, intercropped, procera, arrangements, carrot, radish, cowpea, population densities, rocket",170
1065,0,"tanaman, pada, dan, gy, jumlah, yang, dosis, gamma, perlakuan, dengan",169
1066,0,"equations, allometric, biomass, dbh, stand, equation, models, model, breast height, diameter breast",169
1067,0,"trehalose, sucrose, transporters, vacuolar, suc, transporter, arabidopsis, transport, sugar, tps",169
1068,4,"greater equal, helianthus annuus, annuus, helianthus, 1979, states america, datasets, dataset, terms dataset, restrictive terms",169
1069,0,"open access, journal, articles, journals, peer, peerreviewed, publishing, publication, open, publishes",169
1070,0,"psii, pcc, photosystem, cyanobacterium, mutant, photosystem ii, d1, cytochrome, cyanobacteria, thylakoid",169
1071,0,"gentica, diversidade, rapd, grupos, genetica, entre os, entre, os, cultivares, foram",169
1072,0,"castor, diarrhoea, castor oil, diarrhea, transit, mgkg, intestinal, charcoal, extract, gastrointestinal",169
1073,0,"mushroom, oyster, mushrooms, pleurotus, ostreatus, sawdust, pleurotus ostreatus, mycelial, mycelium, substrate",168
1074,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",168
1075,0,"ethylene, receptors, receptor, histidine, kinase, signaling, insensitivity, arabidopsis, domain, transduction",168
1076,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",168
1077,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",168
1078,4,"agronomia, access, link, uploaded, universidade estadual, archive, estadual, digitized, summary, harvard",167
1079,0,"bean, legumes, pulses, legume, chickpea, grain legumes, india, cowpea, pea, pigeonpea",167
1080,0,"rats, rats fed, transgenic rice, gm, genetically modified, fed, transgenic, diet, nontransgenic, diets",167
1081,0,"plantio, colheita, clima, solo, controle, doenas, manejo, cultivares, botnica, armazenamento",167
1082,12,"netherlands, localities, dunes, prov, near, locality, province, dutch, ditches, habitat",167
1083,10,"feet, publication date, 1993, publication, november, original, tree, grows, evergreen, rounded",167
1084,0,"rm, ssr, ssr markers, pic, alleles, markers, rice genotypes, polymorphic, basmati, aromatic rice",167
1085,0,"weed, weed species, weeds, weed infestation, phytosociological, importance value, infestation, convolvulus, arvensis, arvense",167
1086,0,"latina, europea, amrica, nueva, surge, tema, virtual, internacional, conjunto, mundo",167
1087,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",166
1088,0,"vines, berry, wine, thinning, trimming, removal, pruning, grape, defoliation, vine",166
1089,0,"slovakia, localities, czech, rare, czech republic, description, collections, republic, fungus, europe",166
1090,0,"coi, phylogenetic, 28s, sequences, cytochrome oxidase, 18s, phylogenetic relationships, nematodes, rrna, rdna",166
1091,0,"seeding rate, seeding, sowing, tha, seeding rates, million, thousand, row spacing, sowing time, variety",166
1092,4,"datasets, nicotiana, dataset, restrictive terms, licensed restrictive, included download, download licensed, individual datasets, datasets included, details data",166
1093,6,"score, crossref, updated, attention, text, article, pdf, share, quantitative measure, attention research",166
1094,0,"scn, iowa, cyst nematode, cyst, nematode, soybean varieties, soybean, iowa state, population densities, counties",165
1095,0,"photograph, plant life, bend, national park, park, guide, big, illinois, south carolina, support plant",165
1096,0,"platelet, aggregation, coagulation, anticoagulant, bleeding, pt, blood, tt, platelets, adp",165
1097,0,"comments, botany, recommendation, journal, zhang, article, wang, li, experimental, 2024",165
1098,0,"physiological quality, seed treatment, soybean seeds, fungicide, seeds, seeds treated, insecticide, polymer, thiram, fipronil",165
1099,0,"modelling, architectural, models, leaf shape, model, architecture, simulate, allocation, simulation, topological",165
1100,4,"gateway, scientific information, authoritative, guides, scientific, scientific knowledge, continually, disciplines, written, deeper",165
1101,0,"yield fruit, spraying, fruit quality, fruit set, fruit, ppm, sprayed, governorate, seasons, potassium",164
1102,0,"antibacterial, antibacterial activity, extract, ethyl acetate, ethanol, extracts, ethyl, acetate, phytochemical, aflatoxin",164
1103,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",164
1104,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",164
1105,0,"isotherms, drying, sorption, moisture, moisture content, desorption, adsorption, equilibrium, water activity, isotherm",163
1106,0,"iowa, alfalfa, corn, acres, acre, forage, forage crop, planted, percent, acreage",163
1107,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",163
1108,0,"ubiquitin, proteasome, e3, ubiquitination, ups, 26s, posttranslational, ligase, ub, proteins",162
1109,0,"antiserum, expression vector, coat protein, recombinant, fusion protein, coat, cp, polyclonal, vector, fusion",162
1110,0,"breeding, crop improvement, genomic, wild relatives, editing, genomics, global food, domestication, technologies, plant breeding",162
1111,0,"ecologic, hygienic, health, morbidity, medical, occupational, ecological, sanitary, hygiene, pollution",162
1112,0,"ve, ile, bu, bir, kar, ise, iin, kk, bakteri, alma",162
1113,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",162
1114,0,"juice, clarification, sugar, cane, dextran, turbidity, liming, factory, sucrose, clarified",162
1115,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",161
1116,0,"litter, decomposition, leaf litter, agroforestry, agroforestry systems, forest, cocoa, cacao, litters, organic matter",161
1117,0,"sucrose, invertase, phosphate synthase, fructose, fruit development, synthase, sps, sugar, sugar accumulation, sucrose content",161
1118,0,"chapter contains, titled, sections titled, contains sections, sections, chapter, contains, introduction, references, results discussion",161
1119,3,"chem, soc, doi, inra, fra, document, diffusion, trans, bp, london",160
1120,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",160
1121,0,"resin, adsorption, desorption, purification, resins, total flavonoids, elution, flavonoids, purity, static",160
1122,0,"3d, phenotyping, cloud, point, clouds, reconstruction, segmentation, highthroughput, camera, stereo",160
1123,0,"grapevine, virus, viruses, rtpcr, viroid, rupestris, leafroll, grapevines, vineyards, detection",160
1124,0,"br, cytokinin, signaling, brassinosteroids, brs, brassinosteroid, transcription, kinase, transcription factors, regulate",160
1125,0,"composting, compost, sludge, sewage, waste, sewage sludge, cn, cn ratio, composts, humic",160
1126,0,"root tip, vicia faba, vicia, tip, aberration, faba, mitotic index, mitotic, root tips, chromosomal",160
1127,0,"fruits plant, genetic advance, fruit weight, number fruits, fruit yield, heritability, advance, yield plant, plant fruit, average fruit",159
1128,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",159
1129,0,"sludge, sewage sludge, sewage, biochar, compost, fertilization, soil, mineral fertilization, waste, organic",159
1130,0,"ssr, japonica, genetic diversity, alleles, hybrid rice, rice varieties, rice, indica, genetic similarity, landraces",158
1131,0,"risk, cardiovascular, dietary, cancer, cardiovascular disease, diabetes, stroke, intake, hypertension, vegetables",158
1132,0,"attribution, access article, commons, license, creative, noncommercial, open access, permits, unrestricted, sport",158
1133,0,"septoria, blotch, ascochyta, tritici, severity, resistant, leaf blotch, resistance, disease progress, genotypes",158
1134,0,"pollen, airborne, pollen grains, pollens, volumetric, allergenic, cupressaceae, grains, sampler, birch",158
1135,4,"paper published, accessed, amendment, link, specimen, paper, peter, david, global biodiversity, published",158
1136,0,"sexual, queens, asexual, reproduction, sexual reproduction, males, sex, lineages, workers, females",158
1137,1,"isotope, isotopic, leaf water, 13c, fractionation, enrichment, co2, oxygen, rh, discrimination",158
1138,0,"tubers, antisense, mitochondrial, redox, invertase, malate, starch, cytosolic, tuber, transformants",157
1139,0,"iac, rootstocks, pruning, grapes, 1103, 766, grape, 572, rootstock, brs",157
1140,0,"cane, cane yield, sugarcane, sugar yield, sugar, cane sugar, sugarcane varieties, ratoon, ccs, canes",157
1141,0,"contigs, reads, nt, total rna, illumina, et al, genbank, kit, rtpcr, hts",157
1142,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",157
1143,0,"transgenic, insect, transgenic plants, bt, bacillus thuringiensis, thuringiensis, promoter, insecticidal, larvae, insect resistance",157
1144,3,"pp, du, paris, le, journal, michel, france, pierre, des, bruno",156
1145,11,"longa, ad, mm, sed, lata, mm long, cum, cm, sit, ut",156
1146,0,"enemies, landscape, natural enemies, pest, arthropod, parasitoid, predation, parasitoids, predators, seminatural",156
1147,20,"species established, 1964 iucn, evolved worlds, worlds comprehensive, established 1964, animal fungi, source global, global conservation, status animal, information source",156
1148,0,"rede, dados, tcnicas, uma, modelos, identificao, um, conjunto, para, modelo",156
1149,0,"liquid nitrogen, embryos, shoot tips, zygotic, tips, sucrose, survival, desiccation, somatic embryos, dehydration",155
1150,0,"pgpr, drought, growthpromoting, drought stress, rhizobacteria, plant growthpromoting, salinity, stress, plant growth, inoculation",155
1151,0,"tahun, ndvi, landsat, indeks, dan, yang, dengan, untuk, dari, di",155
1152,0,"rats, kidney, lead, liver, alcl3, group, group received, mgkg, liver kidney, alp",155
1153,0,"gompertz, logistic, nonlinear, logistic model, models, information criterion, fit, model, criterion, coefficient determination",155
1154,0,"melatonin, serotonin, molecule, abiotic, abiotic stress, stresses, mel, abiotic stresses, stress, proline",155
1155,0,"microscopic, identification, tlc, herba, crude drug, pharmacognosy, histological, objectiveto, provide scientific, drug",155
1156,0,"lei, acesso, alimentos, brasil, sobre, ambiental, tema, meio, dos, impactos",155
